year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model
2017,380000,19000,4,1,1,0,11,1184
2014,480000,110000,1,1,1,2,11,979
2017,380000,19000,4,1,1,0,11,1184
2010,145000,68000,0,1,1,2,11,1241
2011,280000,120000,1,1,1,2,11,830
2014,254999,30000,1,1,1,0,11,979
2016,300000,90000,4,1,1,2,18,156
2015,480000,140000,1,1,1,4,11,1001
2017,850000,44500,4,1,0,0,17,815
2014,350000,52000,1,1,1,2,9,1302
2016,650000,26000,4,1,1,0,9,1292
2016,650000,26000,4,1,1,0,9,1292
2007,550000,80000,4,1,1,2,18,732
2015,300000,35000,4,1,1,0,11,178
2008,150000,60000,4,1,1,2,11,963
2014,300000,120000,4,1,1,0,9,523
2004,80000,58000,4,1,1,0,9,885
2014,200000,100000,1,1,1,0,18,696
2016,220000,43700,4,1,1,0,9,312
2009,68000,120000,4,1,1,2,18,549
2011,180000,80000,1,1,1,4,18,699
2017,290000,20000,4,1,1,0,9,306
2018,300000,25000,4,1,1,0,11,342
2014,600000,27483,1,0,1,0,8,232
2019,470000,8000,4,1,1,0,11,994
2008,150000,30000,4,1,1,0,9,1270
2017,400000,30000,4,1,1,0,11,1004
2009,110000,100000,1,1,1,1,7,422
2014,180000,56207,4,0,1,2,11,34
2010,250000,40000,4,1,1,0,9,1315
2006,80000,70000,4,1,1,0,11,1247
2018,875000,1440,4,1,1,0,8,1153
2015,425000,12000,4,1,1,0,9,523
2019,300000,50000,4,1,1,0,11,34
2016,700000,35000,1,1,1,0,8,81
2010,130000,50000,4,1,1,2,11,1244
2017,1000000,60000,1,1,1,2,11,379
2017,650000,67000,1,1,1,0,11,986
2013,400000,100000,4,1,1,2,16,295
2017,800000,60000,1,1,1,0,10,1031
2017,675000,70000,1,1,1,0,10,148
2017,210000,50000,4,1,1,1,11,755
2009,150000,120000,1,1,1,4,18,735
2007,45000,100000,0,1,1,1,11,753
2015,516000,90000,4,1,1,0,9,1312
2014,450000,80000,4,1,1,0,9,1312
2012,134000,90000,4,1,1,2,3,936
2014,509999,157000,1,1,1,2,19,411
2016,500000,20000,4,1,1,0,20,773
2008,130000,80000,4,1,1,1,11,1235
2015,575000,60000,1,1,1,0,11,1017
2015,550000,49000,4,1,1,0,9,359
2009,145000,89255,1,1,1,0,18,573
2020,347000,5000,4,1,1,0,11,34
2013,275000,110000,1,1,1,0,18,567
2012,160000,90000,1,1,1,2,3,126
2010,150000,63000,1,1,1,4,5,524
2015,550000,23000,4,1,1,0,8,712
2013,349000,100000,1,1,1,0,10,799
2004,229999,168000,1,1,1,1,10,143
2008,110000,90000,1,1,1,4,18,558
2008,110000,70000,4,1,1,4,11,1171
2018,245000,5550,4,1,1,2,16,662
2014,180000,100000,4,1,1,2,11,47
2014,290000,80000,4,1,1,2,11,1177
2010,250000,40000,4,1,1,0,9,1306
2010,150000,100000,1,1,1,0,18,592
2004,55000,35000,4,1,1,4,11,5
2006,500000,75000,1,1,1,2,17,676
2013,290000,150000,1,1,1,1,10,798
2019,400000,16000,4,1,0,0,9,873
2009,72000,70000,4,1,1,0,11,57
2014,250000,115000,1,1,1,0,11,830
2019,575000,25000,4,1,0,0,11,964
2019,425000,15000,4,1,1,0,9,874
2019,470000,10000,0,1,1,0,11,345
2012,220000,80000,4,1,1,4,19,412
2020,310000,1700,4,1,1,0,11,34
2016,400000,45217,1,0,1,0,7,443
2012,215000,97000,1,1,1,0,20,1085
2018,310000,20000,4,1,1,0,9,312
2017,750000,50000,1,1,1,0,11,205
2009,204999,120000,1,1,1,2,18,735
2010,260000,50000,4,1,1,0,11,963
2012,180000,40000,4,1,1,2,11,55
2007,125000,110000,1,1,1,2,10,823
2014,420000,155000,1,1,1,0,11,1001
2011,220000,70000,4,1,1,2,11,44
2010,200000,70000,4,1,1,4,11,42
2009,130000,100000,1,1,1,4,7,543
2016,335000,41000,4,0,1,0,18,1068
2011,434999,97000,4,0,0,2,8,223
2014,500000,60000,4,1,1,0,8,234
2017,290000,60000,4,1,1,0,11,50
2014,475000,48000,4,0,0,2,7,339
2019,600000,80000,4,1,1,0,9,1212
2013,300000,70000,1,1,1,2,9,1302
2012,415000,80000,1,1,1,2,20,641
2018,800000,30000,1,1,0,2,11,1148
2016,420000,44440,4,1,1,2,9,523
2011,270000,120000,1,1,1,0,11,1001
2015,390000,80000,1,1,1,2,9,517
2012,400000,110000,1,1,1,0,17,673
2007,100000,170000,4,1,1,0,7,421
2010,850000,46000,1,1,0,0,1,17
2012,359000,120000,1,1,0,4,3,285
2015,470000,91365,1,0,1,0,11,986
2013,360000,90010,1,0,1,2,11,979
2013,250999,80000,1,1,1,0,11,380
2012,45000,35000,4,1,1,2,18,723
2006,75000,80000,4,1,1,2,11,1179
2013,495000,31800,1,0,1,0,11,979
2013,310000,59100,0,0,1,0,11,1157
2016,540000,31200,4,0,1,0,8,621
2016,665000,51000,1,0,1,0,11,200
2013,425000,22700,1,0,1,2,9,1309
2016,675000,50900,1,0,1,0,11,196
2018,980000,10000,1,1,1,0,11,1150
2014,320000,60000,1,1,1,0,3,127
2011,250000,80000,4,1,1,2,11,831
2016,600000,72000,1,1,1,0,11,124
2016,300000,96000,4,1,1,0,9,1209
2014,305000,66000,1,1,1,0,3,127
2012,270000,80000,1,1,1,2,18,738
2012,300000,90000,1,1,1,0,16,466
2009,106000,70000,4,1,1,0,11,1171
2006,90000,75000,4,1,1,4,9,25
2019,539000,2417,4,1,1,0,18,1063
2009,110000,100000,1,1,1,1,7,422
2016,250000,30000,4,1,1,2,9,307
2009,300000,50000,4,1,1,0,9,1299
2018,707000,60000,1,1,1,0,10,907
2007,95000,120000,4,1,1,1,9,494
2020,495000,7000,0,1,1,0,11,345
2012,200000,35000,1,1,1,0,18,592
2009,110000,110000,4,1,1,1,11,15
2008,100000,130000,4,1,1,1,11,55
2016,150000,25000,4,1,1,2,11,33
2016,509999,35000,4,1,1,0,19,396
2005,50000,80000,4,1,1,4,7,541
2007,85000,70000,4,1,1,2,3,94
2018,475000,23000,4,1,1,0,9,505
2014,425000,40000,4,1,1,0,20,774
2006,480000,110000,4,1,0,2,2,1
2019,950000,10000,1,1,1,0,11,834
2015,535000,80000,1,1,1,0,11,979
2009,325000,25000,1,1,1,4,9,1129
2013,270000,74000,4,1,1,4,11,1173
2015,300000,60000,4,1,1,4,11,178
2011,325000,70000,1,1,1,0,20,1088
2010,350000,100000,1,1,1,0,18,735
2008,229999,146000,1,1,1,4,9,1128
2012,325000,120000,1,1,1,2,11,975
2005,70000,70000,4,1,1,2,11,1164
2008,190000,120000,1,1,1,4,17,671
2011,345000,65500,1,1,1,0,3,284
2016,1025000,70000,1,1,1,0,10,898
2012,120000,50000,4,1,1,0,11,34
2009,114999,90000,4,1,1,2,11,56
2009,300000,120000,4,1,1,2,8,214
2016,340000,56000,4,0,1,0,11,178
2005,90000,70000,4,1,1,2,11,1164
2006,150000,140300,4,1,1,0,11,52
2010,115999,70000,4,1,1,0,11,42
2017,425000,36000,1,0,1,0,19,404
2017,550000,12997,1,0,1,0,8,79
2017,500000,40000,4,1,0,0,11,190
2013,300000,25000,1,1,1,2,10,800
2018,1150000,26430,1,0,1,0,9,1126
2015,475000,24600,4,0,1,0,11,962
2011,260000,28481,4,0,1,0,11,1164
2013,350000,100000,4,1,1,0,7,329
2013,750000,41988,1,0,1,0,10,1200
2017,350000,7658,4,0,0,0,16,660
2009,180000,30375,4,0,1,0,11,1164
2017,611000,34400,1,0,1,0,11,979
2017,325000,18500,4,0,1,0,16,664
2012,225000,48000,4,0,1,0,9,301
2014,300000,28942,4,0,0,0,11,1154
2017,400000,50000,1,1,1,2,10,148
2012,711000,53600,1,0,1,0,10,1200
2015,851000,53652,1,0,1,0,19,598
2016,375000,23000,4,0,1,2,11,1174
2007,275000,10211,4,1,1,0,11,1240
2005,120000,120000,1,1,1,4,10,904
2015,350000,120000,1,1,1,0,11,183
2017,409999,35000,4,1,1,0,11,184
2012,500000,130000,1,1,1,0,9,1110
2013,220000,90000,1,1,1,2,14,948
2008,120000,80000,4,1,1,2,7,425
2007,70000,55000,4,1,1,2,9,888
2017,800000,15000,4,1,1,0,11,989
2012,525000,145000,1,1,1,0,10,920
2016,300000,35000,4,1,1,0,4,480
2008,195000,56000,4,1,1,2,9,1261
2007,130000,98000,1,1,1,2,7,430
2011,300000,135000,1,1,1,2,19,411
2010,450000,120000,1,1,1,4,19,601
2010,160000,102000,1,1,1,2,18,587
2018,800000,35000,1,1,1,0,10,145
2013,100000,80000,4,1,1,0,11,4
2017,825000,13599,4,0,0,0,20,783
2015,265000,32933,4,0,1,0,11,34
2008,175000,54551,4,0,1,0,11,1164
2014,250999,57112,4,0,1,0,11,751
2015,471000,41025,4,0,0,0,9,1213
2019,650000,5000,1,1,1,0,11,972
2019,650000,5000,1,1,1,0,11,972
2012,225000,53122,4,0,1,2,9,310
2013,245000,64111,0,0,1,0,11,36
2011,221000,78892,4,0,1,0,11,828
2011,271000,74113,4,0,1,0,9,1273
2012,290000,80000,4,0,1,0,11,1174
2017,525000,39000,4,0,1,0,11,1012
2012,377000,84775,4,0,1,0,20,1083
2012,95000,20778,4,0,1,0,18,720
2015,763000,64441,1,0,1,0,11,380
2015,450000,43192,4,0,1,0,8,73
2014,140000,44416,4,0,1,0,18,727
2016,701000,79991,1,0,1,0,11,200
2011,277000,62601,1,0,1,2,14,705
2018,520000,50000,4,1,0,0,11,117
2017,550000,100000,1,1,1,0,7,447
2011,260000,97000,1,1,1,4,20,1086
2015,420000,100000,1,1,1,0,16,788
2018,1150000,20000,1,1,1,0,10,1199
2017,680000,46000,4,1,1,0,11,193
2012,425000,40000,1,1,1,0,11,1000
2014,450000,70000,1,1,1,2,11,972
2008,590000,89600,1,1,1,4,19,607
2017,936999,60800,4,1,1,0,20,636
2015,420000,104000,1,1,1,2,8,711
2014,450000,80000,1,1,1,2,20,776
2004,40000,69111,4,1,1,4,11,4
2014,520000,70000,1,1,1,2,19,598
2007,80000,120000,4,1,1,0,11,4
2014,55000,40000,4,1,1,0,18,715
2019,210000,20000,4,1,1,0,11,34
2015,300000,50000,4,1,1,2,7,461
2017,260000,50000,1,1,1,0,18,1057
2016,250000,70000,1,1,1,0,18,1251
2008,80000,90000,1,1,1,0,18,559
2010,450000,150000,1,1,1,2,19,605
2005,310000,120000,1,1,1,2,19,599
2012,500000,100000,1,1,1,0,19,606
2016,800000,70000,1,1,1,2,11,377
2016,840000,70000,1,1,1,2,9,273
2016,490000,50000,4,1,1,0,8,73
2010,125000,81000,1,1,1,2,18,558
2012,400000,120000,1,1,1,4,3,1033
2015,1000000,3600,1,0,1,0,3,284
2015,530000,14272,4,0,1,0,7,445
2017,840000,49213,1,0,1,0,7,317
2015,229999,40000,4,1,1,0,9,1269
2012,130000,80000,4,1,1,0,3,936
2015,200000,70000,4,1,1,0,9,306
2011,120000,70000,1,1,1,0,18,559
2016,250000,120000,1,1,1,0,18,155
2005,100000,30000,4,1,1,0,11,6
2013,280000,3240,4,1,1,2,9,306
2015,540000,5000,4,1,1,0,9,1307
2018,700000,10000,4,1,1,0,9,1273
2014,350000,90000,4,1,1,2,7,459
2011,320000,100000,1,1,1,0,11,843
2016,475000,90000,1,1,1,0,8,70
2011,220000,140000,1,1,1,2,18,689
2013,210000,13770,1,1,1,0,14,706
2005,61000,4637,4,1,1,2,7,541
2009,355000,100000,1,1,0,2,17,956
2012,150000,60000,1,1,1,0,3,128
2011,133000,80000,1,1,1,0,18,566
2015,650000,50000,1,1,0,0,3,285
2014,210000,40000,4,1,1,2,14,708
2013,130000,93900,1,1,1,2,3,127
2007,60000,70000,4,1,1,0,11,4
2005,120000,120000,1,1,1,4,10,904
2005,100000,120000,1,1,1,2,9,19
2004,79000,80000,4,1,1,0,11,1250
2012,120000,110000,1,1,1,0,3,127
2005,125000,34000,4,0,1,0,11,1248
2013,425000,20000,1,0,1,0,3,368
2020,619000,1500,4,1,1,0,11,1006
2017,415000,48965,4,0,1,0,14,708
2014,265000,55000,4,0,1,0,9,307
2008,70000,60000,4,1,1,0,18,549
2015,281000,40000,1,1,1,0,3,860
2013,211000,80000,1,1,1,0,18,585
2018,550000,11000,4,1,1,0,9,358
2014,350000,110000,1,1,1,0,3,370
2017,420000,19890,4,0,0,0,11,1175
2015,270000,20969,4,0,1,0,16,665
2016,399000,20194,4,0,1,0,11,178
2016,440000,34982,4,0,1,0,7,465
2012,250000,44588,4,0,1,0,9,310
2016,650000,57904,1,0,1,0,7,334
2015,270000,59258,4,0,1,0,11,47
2016,390000,60826,4,0,1,0,7,465
2014,225000,35000,4,1,1,0,11,4
2015,900000,110000,1,1,1,2,10,1200
2019,800000,10000,4,1,1,0,18,744
2013,320000,50000,1,1,1,0,8,62
2016,300000,25000,4,1,1,0,11,34
2018,740000,25000,4,1,1,0,9,1274
2019,350000,1300,4,1,1,0,4,820
2014,280000,40000,4,1,1,0,4,486
2018,675000,50000,1,1,0,0,11,968
2011,300000,20000,4,1,1,0,9,1260
2011,400000,76000,1,1,1,4,3,171
2010,420000,100000,1,1,1,4,10,930
2008,300000,120000,1,1,1,0,18,731
2010,170000,70000,4,1,1,0,11,1181
2014,210000,70000,4,1,1,4,9,306
2015,600000,60000,1,1,1,2,11,380
2014,260000,38000,4,1,1,2,11,1177
2015,82000,19000,4,1,1,0,18,728
2016,690000,75000,1,1,1,0,10,1029
2015,300000,70000,1,1,1,0,9,514
2017,799000,31707,1,1,1,0,9,1124
2014,190000,90000,4,1,1,2,11,34
2014,250000,30000,1,1,1,0,10,1097
2009,200000,60000,4,1,1,0,9,1120
2005,300000,90000,1,1,1,2,10,141
2015,250000,120000,4,1,1,2,18,1256
2008,90000,70000,4,1,1,4,11,4
2017,500000,26500,4,1,1,0,9,502
2017,900000,50000,1,1,1,0,9,1125
2007,100000,52000,4,1,1,2,11,52
2016,700000,160000,1,1,1,0,16,291
2017,290000,110000,4,1,1,2,11,1183
2014,1050000,97000,1,1,1,2,19,618
2008,70000,100000,1,1,1,4,18,591
2016,520000,41000,1,1,1,0,11,1017
2012,150000,90000,1,1,1,0,18,587
2008,120000,90000,4,1,1,0,9,1262
2016,600000,25000,4,1,1,0,9,1304
2010,150000,70000,1,1,1,2,18,1215
2011,400000,60000,4,1,1,0,20,1092
2015,310000,30000,4,1,1,2,11,34
2015,550000,30000,4,1,1,0,11,112
2016,550000,60000,1,1,1,0,9,1305
2013,320000,73000,1,1,1,0,9,516
2018,500000,32000,4,1,1,0,9,502
2018,360000,26500,4,1,1,0,16,665
2017,700000,50000,1,1,1,2,11,1145
2012,700000,110000,1,1,1,2,11,380
2017,655000,84000,1,0,1,0,9,1288
2017,700000,50000,1,1,1,2,11,1145
2011,200000,110000,3,1,1,0,3,133
2012,375000,150000,1,1,1,0,16,292
2012,470000,109052,1,0,1,0,9,1110
2015,550000,90658,1,0,1,0,11,197
2014,500000,110000,1,1,1,2,8,81
2015,210000,25000,4,1,1,0,4,487
2018,270000,20000,4,1,1,0,11,344
2010,300000,80000,4,1,1,0,17,953
2007,80000,60000,4,1,1,4,11,1181
2018,1085000,15000,1,1,1,0,18,855
2009,245000,75000,1,0,0,0,9,1131
2017,700000,25552,4,0,1,2,8,1153
2018,300000,20000,4,1,1,0,9,312
2017,350000,80000,1,1,1,0,9,1205
2017,635000,25000,4,0,0,0,9,352
2012,325000,40700,4,1,1,0,8,222
2017,1150000,65500,1,0,0,0,10,1191
2008,110000,42000,4,0,1,0,18,582
2018,890000,8000,4,0,1,0,8,218
2007,73000,80000,4,1,1,2,11,961
2014,170000,77000,4,1,1,0,3,135
2016,750000,6000,4,0,1,0,11,208
2017,280000,28838,4,1,1,0,9,301
2018,690000,11174,4,0,1,0,11,112
2008,130000,120000,4,1,1,0,18,583
2007,73000,80000,4,1,1,2,11,961
2007,85000,85000,4,1,1,2,9,882
2013,325000,105000,1,1,1,0,14,949
2018,860000,30000,1,0,1,2,9,1107
2017,690000,41000,1,1,1,0,11,836
2013,650000,54000,1,0,1,0,9,348
2014,375000,40000,1,1,1,0,3,864
2013,525000,71000,1,0,1,0,9,1111
2016,330000,72500,4,0,1,0,11,346
2013,280000,76600,4,0,1,0,11,346
2014,470000,40000,4,1,1,0,11,1018
2011,350000,110000,1,1,1,0,20,781
2012,480000,63000,4,0,1,0,8,217
2016,620000,60000,1,1,1,0,9,1109
2014,250000,58000,4,1,1,0,4,486
2010,78692,80000,4,1,1,2,3,935
2012,350000,80000,1,1,1,0,9,1311
2013,250000,70000,4,1,1,2,11,1163
2011,260000,97700,4,1,1,1,9,1279
2016,640000,36000,1,1,1,2,8,711
2008,220000,90000,1,1,1,2,18,735
2015,465000,130000,1,1,1,0,20,1079
2010,229999,120000,1,1,1,2,11,1013
2018,425000,15000,4,1,1,0,11,1177
2008,95000,120000,4,1,1,4,18,549
2012,170000,170000,3,1,1,4,9,309
2016,229999,37500,4,1,1,2,4,821
2007,479000,145000,4,1,1,4,11,498
2016,370000,60000,4,1,1,0,10,654
2016,340000,30000,4,1,1,0,9,314
2016,620000,35000,4,1,1,0,11,987
2012,270000,60000,1,1,1,0,18,695
2018,400000,35000,1,1,1,0,18,1059
2015,260000,40000,4,1,1,0,11,1183
2015,100000,23800,4,1,1,2,18,727
2015,490000,70000,1,1,1,0,14,1046
2010,120000,90000,3,1,1,2,11,1159
2008,125000,102000,4,1,1,2,9,1258
2013,160000,80000,4,1,1,0,9,306
2019,190000,5000,4,1,1,0,11,34
2011,250000,50000,4,1,1,0,9,1268
2019,500000,15000,4,1,1,0,11,537
2008,400000,35000,4,1,1,2,19,255
2011,500000,20000,4,1,1,0,5,685
2008,320000,90000,4,1,1,0,8,251
2007,250000,47000,4,0,0,0,8,248
2010,105000,90000,1,1,1,4,7,457
2018,550000,20000,4,1,1,0,9,1292
2019,600000,1100,4,1,0,0,9,506
2020,210000,40000,4,1,1,0,11,40
2012,210000,15000,4,1,1,0,11,35
2009,150000,40000,4,1,1,0,11,55
2008,125000,60000,4,1,1,0,9,1259
2016,380000,20000,4,1,1,0,11,178
2019,600000,5000,4,1,1,0,11,115
2016,490000,27000,4,1,1,0,11,1009
2018,545000,38000,1,1,1,2,11,972
2015,250000,25000,4,1,1,0,11,1177
2020,1050000,1100,4,1,1,0,9,1096
2007,100000,100000,4,1,1,0,11,1163
2014,250000,100000,1,1,1,2,7,458
2007,100000,110000,4,1,1,0,11,1162
2016,350000,60000,1,1,1,2,7,440
2012,370000,70000,1,1,1,2,16,289
2004,121000,110000,4,1,1,2,11,1250
2017,570000,44077,4,0,0,0,7,451
2017,785000,24000,1,1,1,0,11,377
2018,850000,30000,1,1,1,0,11,194
2016,375000,30000,4,1,1,2,11,1177
2017,619000,40000,4,1,1,0,11,112
2011,335000,90000,1,1,1,2,3,284
2006,500000,50000,1,1,1,0,19,599
2010,130000,50000,4,1,1,2,11,1244
2013,270000,70000,1,1,1,2,18,592
2010,225000,100000,4,1,1,2,11,1171
2011,150000,160000,4,1,1,2,11,849
2013,173000,70000,1,1,1,0,3,128
2017,710000,110000,1,1,0,0,20,1076
2017,550000,20000,4,1,1,0,11,123
2008,58000,70000,4,1,1,2,11,6
2013,500000,150000,1,1,1,0,10,911
2009,120000,83000,4,1,1,2,11,996
2018,300000,30000,4,1,1,0,9,306
2015,295000,21000,4,1,1,0,4,484
2018,587000,80000,0,1,1,0,11,384
2012,430000,50000,4,1,1,2,0,497
2007,123000,50000,4,1,1,2,9,1141
2012,450000,48500,1,1,0,2,17,672
2007,130000,60000,4,1,1,4,11,1171
2010,110000,90000,1,1,1,2,18,558
2015,320000,70000,4,1,1,2,9,518
2014,300000,50000,4,1,1,0,11,1165
2016,350000,110000,4,1,1,0,20,282
2018,800000,50000,4,1,1,0,11,385
2017,540000,60000,4,1,1,0,9,1278
2011,160000,60000,0,1,1,2,11,1167
2013,340000,100000,1,1,1,2,11,843
2017,350000,40000,4,1,1,2,11,342
2011,300000,100000,1,1,1,0,20,1087
2013,330000,63000,1,1,1,0,11,830
2016,325000,80000,0,1,1,2,11,1167
2013,250000,55000,1,1,1,0,11,979
2013,250000,55000,1,1,1,0,11,999
2015,240000,60000,4,1,1,0,3,134
2020,545000,5000,4,1,1,0,9,505
2015,300000,48000,4,0,1,0,9,1263
2010,130000,80000,4,1,1,2,3,132
2017,240000,50000,4,1,1,0,16,665
2018,360000,15000,4,1,1,0,16,657
2012,250000,70000,1,1,1,0,9,1284
2019,475000,105000,1,0,0,0,17,675
2016,600000,50000,1,1,1,2,9,1305
2010,150000,80000,1,1,1,2,18,574
2017,700000,50000,1,1,1,0,7,318
2004,80000,58000,4,1,1,0,9,885
2015,425000,12000,4,1,1,0,9,523
2018,500000,10000,4,1,0,0,11,185
2012,193000,45000,4,1,1,2,9,882
2015,800000,10000,4,1,1,0,8,236
2008,150000,50000,4,1,1,0,11,1171
2010,130000,100000,1,1,1,4,7,455
2012,280000,80000,1,1,1,2,7,455
2011,229999,110000,1,1,1,2,10,1217
2008,80000,120000,4,1,1,0,11,1243
2010,70000,10000,4,1,1,0,18,717
2013,240000,60000,1,1,1,2,11,830
2010,380000,72000,1,1,1,2,10,1227
2013,240000,60000,1,1,1,2,11,830
2006,80000,110000,4,1,1,0,9,893
2013,265000,50000,4,1,1,0,9,1258
2018,320000,25000,4,1,1,0,9,313
2014,500000,120000,1,1,1,4,14,1043
2014,600000,80000,1,1,1,2,10,1197
2018,420000,80000,4,1,1,0,18,1061
2009,140000,120000,4,1,1,0,11,1239
2010,300000,100000,1,1,1,2,17,673
2006,100000,60000,4,0,1,2,9,892
2017,350000,25000,4,0,1,0,11,47
2018,850000,19000,4,0,1,0,7,324
2008,140000,54000,4,0,1,0,11,52
2015,550000,17100,4,0,1,2,7,92
2017,525000,19000,4,0,0,0,9,513
2015,470000,146000,1,0,1,0,7,331
2013,900000,98000,1,0,0,0,7,363
2017,800000,50000,1,1,1,0,16,287
2017,250000,15000,4,1,1,0,4,816
2018,700000,25000,4,1,0,0,11,534
2019,800000,25000,1,1,1,0,18,745
2013,660000,69000,1,1,1,0,10,1197
2015,465000,60000,1,1,1,4,11,1001
2017,600000,66000,1,1,1,4,11,979
2010,150000,110000,4,1,1,0,7,420
2014,450000,78000,1,1,1,2,9,1110
2019,721000,10000,4,1,1,0,9,359
2018,300000,35000,4,1,1,0,11,959
2019,1000000,10000,1,1,1,0,10,907
2016,300000,40000,4,1,1,0,16,665
2013,450000,120000,1,1,1,0,10,909
2017,545000,40000,1,1,1,0,7,443
2018,844999,20000,1,1,1,0,8,76
2016,700000,93000,1,1,1,0,17,804
2016,650000,159000,1,1,1,0,19,411
2014,525000,75000,1,1,1,2,7,331
2006,110000,101100,1,1,1,4,7,430
2011,180000,66000,1,1,1,0,18,557
2012,280000,30000,4,1,1,2,9,1258
2019,400000,10000,4,1,1,0,16,657
2012,625000,126000,1,1,1,2,10,1201
2015,535000,70000,1,1,1,0,20,1079
2017,459999,50000,1,1,1,0,11,1002
2010,300000,100000,1,1,1,0,10,141
2007,280000,60000,4,1,0,0,8,250
2014,500000,70000,4,1,1,0,8,714
2016,300000,40000,4,1,1,0,16,665
2011,180000,80000,1,1,1,4,18,699
2011,180000,134444,4,1,0,2,9,1272
2009,78000,120000,4,1,1,2,11,55
2011,160000,120000,1,1,1,0,14,706
2008,110000,100000,4,1,1,2,11,1171
2011,450000,110000,1,1,1,2,10,154
2018,1040000,42000,1,1,1,0,8,107
2014,390000,70000,1,1,1,2,9,517
2011,65000,60000,4,1,1,2,18,722
2013,320000,115000,1,1,1,4,20,780
2017,720000,70000,1,1,1,0,20,85
2007,220000,80000,4,1,1,2,11,1019
2011,225000,65000,4,0,1,0,11,1165
2010,200000,150000,1,1,1,2,18,689
2015,434999,75000,1,0,1,2,19,399
2012,300000,63700,1,1,1,0,7,457
2018,700000,74800,1,1,1,0,8,81
2009,500000,105000,1,1,1,2,7,362
2016,500000,40000,1,1,1,0,16,290
2016,400000,90000,1,1,1,2,11,826
2015,825000,75000,1,0,1,2,19,257
2018,720000,15000,1,1,1,0,11,979
2009,110000,30000,4,1,1,2,11,7
2014,600000,100000,1,1,1,2,10,926
2009,275000,155000,1,1,0,4,10,928
2017,740000,60000,1,1,1,0,9,1288
2017,800000,90000,1,1,1,0,11,113
2019,1100000,100000,1,1,1,0,9,1126
2012,750000,100000,1,1,0,2,2,1188
2012,200000,90000,4,1,1,2,11,42
2009,210000,75000,1,1,1,0,18,934
2009,270000,120000,1,1,1,2,11,1001
2016,630000,90000,1,1,1,2,19,395
2015,375000,55000,4,1,1,0,9,1209
2010,300000,70000,1,1,1,0,10,1216
2016,580000,95000,1,1,1,2,10,148
2014,550000,50000,1,1,1,0,9,1103
2016,750000,50000,1,1,1,0,11,205
2014,250000,60516,4,1,1,0,11,755
2007,900000,76731,1,0,0,0,12,297
2016,685000,64000,1,0,1,0,11,1014
2014,540000,65000,1,0,1,0,11,1001
2018,1165000,13000,4,0,0,3,8,243
2014,610000,77000,1,0,1,0,7,332
2011,254999,24000,4,0,1,0,9,305
2014,280000,63840,4,0,1,0,14,702
2017,370000,25000,4,1,1,0,18,1061
2011,459999,76400,1,1,1,2,18,735
2011,190000,80000,1,1,1,4,5,679
2010,165000,100000,4,1,1,1,5,793
2017,710000,40000,1,1,1,0,7,319
2011,229999,70000,4,1,1,0,11,1239
2018,310000,15000,4,1,1,0,16,665
2015,320000,40000,4,1,1,0,11,1177
2006,100000,54000,4,1,1,0,11,4
2009,160000,90000,1,1,1,0,9,1121
2007,60000,52000,4,1,1,0,11,6
2016,350000,35000,1,1,1,2,3,128
2017,700000,60000,1,1,1,0,16,288
2017,300000,31489,4,1,1,0,11,47
2018,830000,40000,1,1,1,0,9,1281
2013,220000,110000,1,1,1,0,10,799
2009,130000,50000,1,1,1,0,18,591
2012,330000,44000,4,1,1,0,9,1277
2010,254999,90000,4,1,1,2,8,214
2014,600000,50000,4,1,1,2,9,1113
2012,210000,50000,4,1,1,0,9,1261
2007,120000,81366,4,1,1,0,11,1235
2006,95000,110000,4,1,1,0,11,393
2010,229999,70000,4,1,1,0,9,1137
2013,400000,100000,1,1,1,0,9,1311
2005,300000,70000,4,1,1,2,11,530
2013,300000,50000,1,1,1,0,7,454
2008,80000,50000,4,1,1,2,11,4
2007,100000,90000,4,1,1,2,11,392
2012,300000,110000,1,1,1,0,18,565
2018,700000,26000,4,1,0,0,11,125
2016,975000,65000,1,1,1,0,11,1147
2009,500000,130000,1,1,1,0,3,172
2013,550000,75000,1,1,1,2,16,292
2014,550000,110000,1,1,1,2,14,1048
2014,240000,50000,4,1,1,0,11,42
2009,120000,80000,4,1,1,2,18,560
2013,900000,60000,4,1,1,2,11,34
2009,250000,90000,4,1,1,2,8,218
2017,280000,36000,4,1,1,0,16,657
2010,85000,87000,1,1,1,0,18,572
2011,90000,80000,1,1,1,0,18,570
2015,500000,50000,1,1,1,0,3,370
2013,200000,60000,4,1,1,0,11,10
2015,250000,50000,4,1,1,0,16,665
2014,185000,40000,1,1,1,4,11,979
2008,100000,60000,4,1,1,2,9,1262
2015,610000,55000,1,1,1,0,19,413
2012,290000,80000,1,1,1,0,10,800
2015,225000,80000,4,1,1,0,9,306
2017,320000,50000,4,1,1,2,11,47
2012,135000,158000,1,1,1,4,18,574
2016,400000,25000,4,1,1,0,11,1177
2017,570000,35000,4,1,1,0,9,1291
2018,500000,12000,4,1,1,0,11,539
2015,130000,70000,4,1,1,0,11,758
2018,360000,4000,4,1,1,0,18,1063
2017,530000,10832,4,0,1,0,7,446
2009,250000,50000,4,1,1,0,9,1258
2016,600000,19495,4,0,1,0,14,950
2013,570000,62668,1,0,1,0,16,293
2013,850000,85710,1,0,1,0,10,1197
2011,250000,55130,1,0,1,2,7,455
